[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /api/health               --> fractal-engine/internal/api.(*Handler).Health-fm (4 handlers)
[GIN-debug] GET    /api/ready                --> fractal-engine/internal/api.(*Handler).Ready-fm (4 handlers)
[GIN-debug] GET    /api/info                 --> fractal-engine/internal/api.(*Handler).Info-fm (4 handlers)
[GIN-debug] GET    /api/status               --> fractal-engine/internal/api.(*Handler).Status-fm (4 handlers)
[GIN-debug] GET    /api/load/cpu             --> fractal-engine/internal/api.(*Handler).CPULoad-fm (4 handlers)
[GIN-debug] GET    /api/load/latency         --> fractal-engine/internal/api.(*Handler).LatencyLoad-fm (4 handlers)
[GIN-debug] GET    /api/load/mixed           --> fractal-engine/internal/api.(*Handler).MixedLoad-fm (4 handlers)
[GIN-debug] GET    /                         --> fractal-engine/internal/api.NewRouter.func1 (4 handlers)
time=2026-04-18T02:26:51.045+03:00 level=INFO msg="request completed" request_id=req-000139 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.051+03:00 level=INFO msg="request completed" request_id=req-000140 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.054+03:00 level=INFO msg="request completed" request_id=req-000141 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.061+03:00 level=INFO msg="request completed" request_id=req-000142 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.092+03:00 level=INFO msg="request completed" request_id=req-000143 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.167+03:00 level=INFO msg="request completed" request_id=req-000144 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.174+03:00 level=INFO msg="request completed" request_id=req-000145 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.212+03:00 level=INFO msg="request completed" request_id=req-000146 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.212+03:00 level=INFO msg="request completed" request_id=req-000147 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.224+03:00 level=INFO msg="request completed" request_id=req-000148 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.224+03:00 level=INFO msg="request completed" request_id=req-000149 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.225+03:00 level=INFO msg="request completed" request_id=req-000150 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.229+03:00 level=INFO msg="request completed" request_id=req-000151 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.233+03:00 level=INFO msg="request completed" request_id=req-000152 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.243+03:00 level=INFO msg="request completed" request_id=req-000153 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.263+03:00 level=INFO msg="request completed" request_id=req-000154 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.268+03:00 level=INFO msg="request completed" request_id=req-000155 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.285+03:00 level=INFO msg="request completed" request_id=req-000156 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.381+03:00 level=INFO msg="request completed" request_id=req-000157 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.384+03:00 level=INFO msg="request completed" request_id=req-000158 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.390+03:00 level=INFO msg="request completed" request_id=req-000159 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.391+03:00 level=INFO msg="request completed" request_id=req-000160 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.397+03:00 level=INFO msg="request completed" request_id=req-000161 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.399+03:00 level=INFO msg="request completed" request_id=req-000162 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.399+03:00 level=INFO msg="request completed" request_id=req-000163 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.405+03:00 level=INFO msg="request completed" request_id=req-000164 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.405+03:00 level=INFO msg="request completed" request_id=req-000165 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.406+03:00 level=INFO msg="request completed" request_id=req-000166 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.407+03:00 level=INFO msg="request completed" request_id=req-000167 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.427+03:00 level=INFO msg="request completed" request_id=req-000168 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.429+03:00 level=INFO msg="request completed" request_id=req-000169 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.471+03:00 level=INFO msg="request completed" request_id=req-000170 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.475+03:00 level=INFO msg="request completed" request_id=req-000171 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.490+03:00 level=INFO msg="request completed" request_id=req-000173 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.490+03:00 level=INFO msg="request completed" request_id=req-000172 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.503+03:00 level=INFO msg="request completed" request_id=req-000174 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.513+03:00 level=INFO msg="request completed" request_id=req-000175 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.524+03:00 level=INFO msg="request completed" request_id=req-000176 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.649+03:00 level=INFO msg="request completed" request_id=req-000177 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.654+03:00 level=INFO msg="request completed" request_id=req-000178 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.654+03:00 level=INFO msg="request completed" request_id=req-000179 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.656+03:00 level=INFO msg="request completed" request_id=req-000180 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.658+03:00 level=INFO msg="request completed" request_id=req-000181 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.665+03:00 level=INFO msg="request completed" request_id=req-000182 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.665+03:00 level=INFO msg="request completed" request_id=req-000183 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.665+03:00 level=INFO msg="request completed" request_id=req-000184 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.693+03:00 level=INFO msg="request completed" request_id=req-000185 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.693+03:00 level=INFO msg="request completed" request_id=req-000186 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.693+03:00 level=INFO msg="request completed" request_id=req-000187 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.694+03:00 level=INFO msg="request completed" request_id=req-000188 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.695+03:00 level=INFO msg="request completed" request_id=req-000189 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.695+03:00 level=INFO msg="request completed" request_id=req-000190 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.701+03:00 level=INFO msg="request completed" request_id=req-000191 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.710+03:00 level=INFO msg="request completed" request_id=req-000192 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.720+03:00 level=INFO msg="request completed" request_id=req-000193 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.722+03:00 level=INFO msg="request completed" request_id=req-000194 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.723+03:00 level=INFO msg="request completed" request_id=req-000195 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.723+03:00 level=INFO msg="request completed" request_id=req-000196 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.725+03:00 level=INFO msg="request completed" request_id=req-000197 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.725+03:00 level=INFO msg="request completed" request_id=req-000198 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.735+03:00 level=INFO msg="request completed" request_id=req-000199 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.735+03:00 level=INFO msg="request completed" request_id=req-000200 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.746+03:00 level=INFO msg="request completed" request_id=req-000201 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.777+03:00 level=INFO msg="request completed" request_id=req-000202 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.792+03:00 level=INFO msg="request completed" request_id=req-000203 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.911+03:00 level=INFO msg="request completed" request_id=req-000204 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.953+03:00 level=INFO msg="request completed" request_id=req-000205 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.953+03:00 level=INFO msg="request completed" request_id=req-000206 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.953+03:00 level=INFO msg="request completed" request_id=req-000207 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.954+03:00 level=INFO msg="request completed" request_id=req-000208 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.965+03:00 level=INFO msg="request completed" request_id=req-000209 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.984+03:00 level=INFO msg="request completed" request_id=req-000210 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.984+03:00 level=INFO msg="request completed" request_id=req-000211 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:51.986+03:00 level=INFO msg="request completed" request_id=req-000212 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.013+03:00 level=INFO msg="request completed" request_id=req-000213 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.014+03:00 level=INFO msg="request completed" request_id=req-000214 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.015+03:00 level=INFO msg="request completed" request_id=req-000215 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.015+03:00 level=INFO msg="request completed" request_id=req-000216 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.016+03:00 level=INFO msg="request completed" request_id=req-000217 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.023+03:00 level=INFO msg="request completed" request_id=req-000218 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.023+03:00 level=INFO msg="request completed" request_id=req-000219 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.024+03:00 level=INFO msg="request completed" request_id=req-000220 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.024+03:00 level=INFO msg="request completed" request_id=req-000221 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.025+03:00 level=INFO msg="request completed" request_id=req-000222 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.072+03:00 level=INFO msg="request completed" request_id=req-000224 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.072+03:00 level=INFO msg="request completed" request_id=req-000223 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.073+03:00 level=INFO msg="request completed" request_id=req-000225 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.073+03:00 level=INFO msg="request completed" request_id=req-000226 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.073+03:00 level=INFO msg="request completed" request_id=req-000227 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.074+03:00 level=INFO msg="request completed" request_id=req-000228 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.075+03:00 level=INFO msg="request completed" request_id=req-000229 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.075+03:00 level=INFO msg="request completed" request_id=req-000230 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.076+03:00 level=INFO msg="request completed" request_id=req-000231 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
